age,workclass,education,marital-status,occupation,race,hours-per-week,Salary
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White,55, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,80, >50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, White,65, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,35, >50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,58, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
40, Private, 10th, Married-civ-spouse, Machine-op-inspct, White,40, >50K
48, Private, Masters, Divorced, Exec-managerial, White,40, >50K
49, Private, 10th, Married-civ-spouse, Transport-moving, Black,42, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
62, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,40, >50K
75, ?, Bachelors, Widowed, ?, White,16, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White,40, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, White,50, >50K
39, Private, HS-grad, Divorced, Adm-clerical, White,40, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, White,45, >50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
33, Private, HS-grad, Never-married, Prof-specialty, White,60, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black,40, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,30, >50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, White,36, >50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White,70, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,45, >50K
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,35, >50K
52, Private, Bachelors, Married-civ-spouse, Sales, White,60, >50K
40, State-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White,40, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, White,50, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,60, >50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,50, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
65, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,35, >50K
71, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, White,20, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Black,40, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,60, >50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Sales, White,40, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White,40, >50K
64, ?, HS-grad, Married-civ-spouse, ?, White,40, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,45, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,50, >50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,40, >50K
53, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black,40, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, White,48, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,45, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, White,45, >50K
38, Private, Bachelors, Divorced, Sales, White,48, >50K
40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White,42, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,35, >50K
45, Private, Bachelors, Divorced, Other-service, White,45, >50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Black,45, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, White,50, >50K
46, Private, Masters, Divorced, Exec-managerial, White,50, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,20, >50K
26, Private, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, White,50, >50K
51, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,50, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Black,40, >50K
43, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
42, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, White,45, >50K
35, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,35, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White,50, >50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, White,56, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
43, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,50, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, White,84, >50K
51, Private, Bachelors, Divorced, Exec-managerial, White,40, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, White,40, >50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White,45, >50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White,35, >50K
61, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Asian-Pac-Islander,54, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, White,65, >50K
63, Private, Some-college, Married-civ-spouse, Sales, Black,40, >50K
44, Private, Some-college, Separated, Exec-managerial, White,45, >50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White,99, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, White,55, >50K
42, Local-gov, Bachelors, Separated, Exec-managerial, White,45, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
42, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White,60, >50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Black,40, >50K
44, Private, Some-college, Married-civ-spouse, Tech-support, White,18, >50K
30, Private, Bachelors, Never-married, Exec-managerial, White,55, >50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, White,48, >50K
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, White,60, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Asian-Pac-Islander,50, >50K
26, Private, Masters, Never-married, Prof-specialty, White,40, >50K
40, Private, Bachelors, Married-spouse-absent, Prof-specialty, Asian-Pac-Islander,40, >50K
48, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, White,50, >50K
49, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,50, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,45, >50K
47, Private, Some-college, Never-married, Sales, White,70, >50K
30, Private, Bachelors, Never-married, Exec-managerial, White,45, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, White,60, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, White,55, >50K
72, Private, 9th, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,48, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White,40, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,40, >50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, White,10, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White,42, >50K
53, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
37, State-gov, Assoc-voc, Never-married, Prof-specialty, White,40, >50K
42, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander,30, >50K
51, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Black,40, >50K
36, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,40, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, White,60, >50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White,38, >50K
31, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, White,44, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Sales, White,45, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, White,47, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, White,45, >50K
47, State-gov, Bachelors, Divorced, Exec-managerial, White,40, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,55, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
66, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, White,60, >50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, White,35, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Other-service, Black,38, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, White,35, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,50, >50K
57, Self-emp-inc, Masters, Married-civ-spouse, Sales, White,65, >50K
47, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, White,55, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
47, ?, HS-grad, Married-civ-spouse, ?, White,8, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White,40, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,50, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
41, Self-emp-not-inc, Masters, Divorced, Sales, White,5, >50K
63, Self-emp-inc, Masters, Married-civ-spouse, Sales, White,68, >50K
50, Private, 11th, Married-civ-spouse, Transport-moving, White,70, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
50, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black,40, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
60, ?, 5th-6th, Married-civ-spouse, ?, White,30, >50K
33, Private, Some-college, Married-civ-spouse, Sales, White,48, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
32, Local-gov, Bachelors, Separated, Prof-specialty, White,50, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Black,40, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White,40, >50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, White,50, >50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, White,40, >50K
37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,55, >50K
38, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,50, >50K
51, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, White,40, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White,45, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
44, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander,40, >50K
44, Private, Doctorate, Married-civ-spouse, Adm-clerical, White,55, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
29, Private, Masters, Married-civ-spouse, Sales, White,40, >50K
43, Private, Some-college, Married-civ-spouse, Sales, White,50, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, White,40, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,55, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,35, >50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
45, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
30, Private, Bachelors, Married-civ-spouse, Other-service, White,40, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
42, Private, Some-college, Married-spouse-absent, Prof-specialty, White,40, >50K
26, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
62, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,60, >50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,60, >50K
45, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,40, >50K
63, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
53, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, >50K
23, Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, White,60, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, White,65, >50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
62, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, White,40, >50K
31, Private, Bachelors, Never-married, Exec-managerial, White,50, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, White,40, >50K
26, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, White,44, >50K
34, Self-emp-inc, Masters, Separated, Prof-specialty, White,40, >50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
